Id,pred_revenue
429,3575740.2007484147
430,5367059.141252285
431,5582931.650128938
432,3339944.219845099
433,6100697.550482957
434,4942358.989787153
435,4719577.499395083
436,2662973.6038455935
437,3833499.141897308
438,3064568.9086082214
439,5786622.2096513165
440,4344625.283148606
441,3990138.1423457405
442,5450433.22641115
443,4450963.601689122
444,4462828.850875739
445,4489400.718864125
446,6467785.343065077
447,5457804.658017584
448,3909030.2361609647
449,5612059.430368971
450,5037231.410035086
451,4547654.662377288
452,2704599.533683222
453,3150289.217677962
454,4874804.5458117835
455,4344789.170577309
456,2707005.7454186194
457,5516799.976225655
458,3674528.5779122366
459,4437002.556815497
460,5567947.368855129
461,4762346.118277164
462,5095442.24708682
463,2660585.256171525
464,5649277.336119558
465,4017536.3225337598
466,3792432.2456522067
467,3285318.0746540865
468,3855069.851803095
469,4366606.755822755
470,4500140.728002007
471,3858860.4827945447
472,3714253.571479711
473,3935690.090011083
474,5838081.096058652
475,4970362.572996367
476,4112336.572874894
477,4302683.217927524
478,4555854.747334721
479,4521194.784915835
480,2671045.355132726
481,6037912.5139815025
482,2462606.1619176418
483,5283162.590631511
484,5848934.188792998
485,5024607.4454172235
486,4904893.070523846
487,4262071.582322539
488,4736391.978038047
489,3674200.874118993
490,4805089.124985194
491,4465247.445335077
492,5086064.864412972
493,5364632.878603864
494,5550727.641562989
495,4543763.772291193
496,5422205.292742428
497,3884662.051347648
498,3680465.145272754
499,5703273.203704883
500,4427384.471995814
501,2818303.037207233
502,3733153.1968333796
503,6199795.490859121
504,3027683.6830482455
505,3415655.1546434606
506,3099134.2395609743
507,4689339.1974001415
508,3353026.7339759697
509,5048809.309112921
510,5231773.1228289055
511,5921636.055987634
512,4006065.2322709314
513,5042489.834064315
514,5456423.555288379
515,2769875.4819207033
516,4542411.340556915
517,4672949.186070761
518,5220810.654134658
519,3801182.8673009807
520,3429185.6785759856
521,5892048.240273086
522,5768204.020294046
523,5364488.506046591
524,4366401.155945894
525,4715694.004305173
526,2625546.8561704177
527,4611742.103513583
528,5725941.7206475185
529,4612800.470791944
530,4953009.283530939
531,3962218.257256221
532,3942797.6126115485
533,4434939.665263166
534,4710269.106937086
535,5480701.909618431
536,4388094.151814672
537,2890157.2340907413
538,4737441.576209526
539,4841891.419767873
540,5002482.492241032
541,3017465.300137953
542,3317117.135091632
543,3746204.7056808313
544,4466650.810521381
545,4590416.972219023
546,3141725.93976819
547,5690474.67116092
548,3029681.616799876
549,4529413.628953698
550,4990067.73530138
551,3891322.0216981242
552,5876239.244963772
553,4818033.478673767
554,4364506.91053943
555,5162653.357297586
556,4552216.7918251315
557,4902598.100500219
558,4646223.943459677
559,3845724.618291625
560,6804628.435915629
561,6393228.397662942
562,2634039.25544867
563,4530164.462855565
564,3334172.1541533503
565,5173261.123547205
566,4341168.517043118
567,6396826.770117361
568,4128997.4892594195
569,2694362.231605526
570,5145737.444315648
571,4675340.740793728
572,4491274.912086156
573,4300427.058100283
574,5166678.466763775
575,3795120.4233112456
576,6264243.9387400625
577,4435791.883141011
578,3795985.7373255035
579,3515198.829937497
580,3337935.111975204
581,4489485.410666879
582,3886041.539459603
583,6083304.847380525
584,4174408.1452325196
585,3716014.8869431545
586,4871722.894339121
587,3775995.7939401176
588,4666532.78549895
589,4678628.105933518
590,2962031.9830986005
591,4494556.737383269
592,4447808.139545375
593,2534039.455583256
594,4290455.508788852
595,4107564.744377121
596,3452900.5181207387
597,3597720.531119818
598,4401836.983827275
599,4915321.462957324
600,3633814.8316362468
601,6881037.783879217
602,4782003.115828268
603,3731227.098381719
604,3484344.7506648987
605,2891462.8157756235
606,2987326.6074349363
607,5798731.577315099
608,2775330.837481139
609,6708064.308135053
610,6847900.818413235
611,2962889.141172969
612,5530988.278597594
613,5163664.880865086
614,5956018.686010838
615,2657780.242838251
616,5652563.598024572
617,4006441.6585633634
618,6925314.749041905
619,4500865.49009184
620,4327067.317949774
621,5455771.510297623
622,4404698.358859754
623,5921504.2359643085
624,2931665.0198138207
625,4241457.502743485
626,4186614.2672446743
627,5145131.104560108
628,3517550.1570181292
629,3535046.323949801
630,5525831.568234278
631,4909331.956825568
632,5733769.193136212
633,5225430.609887888
634,2428143.9581132927
635,2809597.4472627733
636,5170386.075655993
637,5467906.826411726
638,3141077.4727765094
639,3901930.5414582742
640,4362641.687949501
641,5680632.851108566
642,2694210.511896069
643,4603564.195035011
644,4659118.339801051
645,4486283.89418042
646,5201258.727188081
647,5468341.939723206
648,2571825.8253211807
649,2671728.951133668
650,3926327.8242097367
651,4352209.665168545
652,3355242.49522844
653,4806378.520327113
654,3508441.322227946
655,5443918.996812701
656,4429919.652906672
657,4102304.930183684
658,4953657.661678615
659,4954715.548181603
660,5465363.92913451
661,5379991.864556091
662,4965482.192429978
663,4437903.743297114
664,5156207.712904683
665,4215770.922017227
666,5565282.90802817
667,3503899.181844895
668,4710323.650282767
669,4813212.803793196
670,4741954.620110785
671,5880337.420035503
672,2922475.2202846725
673,5161020.6081269365
674,4536456.716742919
675,2498298.322823136
676,5851164.48371774
677,2599269.631827187
678,5105272.714442237
679,5246994.713882028
680,4017267.7523546685
681,4016403.444843159
682,3365662.495414462
683,3834821.296734745
684,4815348.598311072
685,4653793.808585885
686,2601267.720277658
687,3567658.051490546
688,3407745.956080926
689,3139319.0378646036
690,3454740.976401907
691,2955435.180315892
692,2720388.4266562974
693,2416564.537888794
694,2489311.950650248
695,2643907.5801290036
696,4660524.496175265
697,5514877.712104849
698,3842367.6598287527
699,3371370.7438555877
700,6680230.313186404
701,4499598.373120894
702,4333588.200853529
703,4158492.1188670956
704,5313026.277786279
705,5966468.443004845
706,6528398.831649147
707,4883223.153094749
708,5695311.315880863
709,5463415.825001225
710,5699859.262970012
711,5302106.056743224
712,3835575.967801908
713,4691339.173076193
714,5277395.023181592
715,3457301.0830549966
716,4921493.1194318365
717,5978937.383211861
718,5527702.72133222
719,4607847.779224112
720,4204025.96122944
721,5996573.986264859
722,3596133.6671399963
723,2643072.6231497754
724,5405370.659534739
725,5239744.109658781
726,3432279.59486327
727,4889193.680349691
728,3345876.291564119
729,4303017.304368898
730,3702609.2845618995
731,4127614.934099135
732,4646617.17494929
733,6613709.831800405
734,3311060.0972234113
735,3331641.280819199
736,3027343.567462655
737,4941110.6250517545
738,2832916.785395263
739,3358134.906092764
740,5496522.459018178
741,4314627.102953993
742,3659315.192074479
743,5307440.933016365
744,4197846.241472711
745,4935578.788331841
746,2983645.857855903
747,5562464.572338465
748,5295186.866570789
749,4370728.090006522
750,6470592.441850356
751,4636373.601343041
752,4590216.634089568
753,2938815.928859766
754,4968233.725843869
755,4150656.158912745
756,4587427.566323054
757,3167603.2443304127
758,3739453.3918699627
759,6895953.296927736
760,6147668.172125863
761,4331919.742003331
762,2793148.9503432773
763,4312692.429685895
764,3976577.987580533
765,6458638.017168948
766,5204397.944895533
767,3019904.4565990563
768,5152402.278848731
769,4125857.564636851
770,4411961.819565029
771,4005997.7716079135
772,5232620.399155962
773,4103821.717549432
774,4962018.349105
775,4708305.562476561
776,4002631.6218967456
777,5801320.958772131
778,4827251.475607042
779,3866134.463831826
780,3199860.6306904783
781,6086848.211515741
782,5121809.730072637
783,2605259.561053368
784,4386175.409575655
785,2601804.1395351263
786,5021798.587643107
787,5494078.827245903
788,4928175.971712626
789,4705412.198528372
790,4370014.486852025
791,4186614.2672446743
792,3099634.333722447
793,4023552.9462471684
794,4356158.446996161
795,4887693.564307926
796,2742952.3758461946
797,5124867.183127548
798,4374480.863302037
799,6066269.985212131
800,4742503.046557658
801,5737869.658582215
802,4322670.101824369
803,4735955.695195694
804,4564739.419663662
805,3171310.746945472
806,3930519.963309612
807,4889057.864865005
808,3698409.7931250124
809,2452952.3636285826
810,5311203.615370963
811,4168310.3143566633
812,5632972.40826079
813,5263309.192404862
814,3277186.0596081587
815,4352430.506892513
816,4016228.6630780674
817,3378865.031137117
818,5340974.85500827
819,3061489.710959833
820,5183065.1413742965
821,4834878.143938795
822,5816173.683187006
823,5024589.207072241
824,4561371.137432474
825,4563341.421916197
826,5177025.406940304
827,2738777.9001520076
828,4970577.739135344
829,4689032.057292725
830,3688440.3592320364
831,5088836.768610015
832,4367917.352706848
833,4430886.866021637
834,5244840.817817263
835,3636820.981484701
836,3163076.77556378
837,4756115.7096123425
838,4930648.413712962
839,2189304.8218666655
840,2999011.7135809837
841,4299446.420942254
842,5964530.535003552
843,4007243.684004082
844,5713622.069070315
845,3919249.4573621075
846,4730044.544949108
847,5030192.77181266
848,5252054.843319835
849,3015506.899938474
850,2741081.084568283
851,4274470.755766539
852,6203131.865545071
853,2694647.8517197785
854,3003390.874328478
855,3688379.7041805363
856,5244138.085425094
857,3810895.776770359
858,2750690.2474585725
859,5263081.05232866
860,4459178.642065176
861,5067625.097231283
862,2717522.707417239
863,5269435.1947776815
864,5434095.856554773
865,4885487.815048963
866,4061137.3585621896
867,2918191.6406570673
868,5175605.937863638
869,3877693.3754019686
870,3000862.2884694934
871,5255158.081116582
872,4740478.8345039105
873,5431847.254774637
874,4073169.230570889
875,3121119.171770727
876,3042902.3207962466
877,5665674.000719195
878,4785297.801252446
879,4464920.637913698
880,4925239.21355202
881,3891765.750146334
882,5581699.634317199
883,4937818.424859688
884,4275579.88259148
885,5479790.564547738
886,3524422.8000392728
887,4730551.192712553
888,3113399.2473931247
889,4079548.4859309946
890,3612952.7711652047
891,3491805.087505136
892,5031489.068026047
893,2907800.5365534024
894,5130110.429546486
895,4535498.454972859
896,3627656.486960373
897,4497804.715638921
898,4338237.902551826
899,6291959.755805803
900,4698921.267806787
901,5937008.192195175
902,5813366.265379709
903,4402311.922078175
904,2648040.412196753
905,3638741.2517826743
906,4837724.785613662
907,3742332.4211323513
908,5253050.386276704
909,4959109.053220268
910,4514088.306157773
911,6423638.155251286
912,4400743.806937536
913,3575263.6456866036
914,5222070.779825159
915,5113504.733278114
916,2824313.6802273714
917,5718607.352595747
918,3009065.0248979046
919,4408500.863024304
920,5157635.02252207
921,3349573.470478918
922,3695904.9859474166
923,3886073.4580286113
924,3933656.3815254755
925,7607145.0502452925
926,6412014.781648274
927,4603658.710218539
928,4561130.040795173
929,3331467.56723743
930,4754936.977616968
931,2936083.9769466785
932,4560222.194772134
933,6478597.659230445
934,4651079.844606348
935,4976827.222495725
936,2933019.65348896
937,4492947.509486378
938,3093784.8554798616
939,4459226.291854571
940,5753407.424991137
941,3934542.890369588
942,3975509.6260737474
943,4564821.514491427
944,4197764.36957303
945,2822597.0906721614
946,4538195.720124787
947,4845788.480168481
948,4508723.549544871
949,4253486.01141875
950,5608012.175190807
951,4560083.02676405
952,3046045.880211507
953,3535800.9244446694
954,5097756.707048197
955,3478471.2310697753
956,4510656.104391575
957,4837880.616560909
958,4343442.055075037
959,4292031.426482668
960,3668416.6700185607
961,4875549.831464369
962,5770134.272525752
963,5890654.494240432
964,6756079.87841004
965,3173829.4848311404
966,5282448.628624957
967,4767232.107797525
968,5814067.257404594
969,4872157.1154200435
970,4600989.750363111
971,3853294.4886731277
972,2828511.652908301
973,3984884.4976850823
974,4802780.268614462
975,4496864.987738416
976,2883583.0337133026
977,3885287.6257188823
978,4847588.751434552
979,6072638.267439358
980,5983003.955965523
981,2411148.6098440704
982,4362743.667498413
983,5015551.27631628
984,4958828.283311584
985,4195601.295177348
986,2909989.684823442
987,4212408.329608576
988,5434878.775697696
989,5539109.280157741
990,5474482.470516184
991,2780920.0170075158
992,4905375.386910943
993,4752159.780973006
994,5441045.583379606
995,2796485.994768466
996,5698376.03235968
997,5437414.908917321
998,3372140.703277501
999,4710676.621544555
1000,4050175.7092170976
1001,4161791.919783401
1002,4090719.173392517
1003,5165779.847533398
1004,5529289.212958974
1005,4267988.756856737
1006,5345163.505204331
1007,3712550.7438667156
1008,2439827.868921697
1009,2955436.087323043
1010,4708317.314573801
1011,5033008.615300709
1012,4189191.2687083255
1013,4793445.64137919
1014,3996026.4458577135
1015,4525915.177288711
1016,5345816.083371186
1017,3973941.293591799
1018,4982199.616549343
1019,5374754.953458776
1020,5120678.709042217
1021,5068500.228072095
1022,4514547.862721698
1023,3456974.4796725935
1024,5621339.584619832
1025,4663774.961998611
1026,3374126.001946519
1027,5466849.9536083825
1028,5219174.186321252
1029,4602641.77711261
1030,5848064.242121994
1031,4600583.033343173
1032,3689512.7746919678
1033,4731191.892678892
1034,4371962.307859973
1035,4480454.166209902
1036,3942158.5716331275
1037,4728522.618089483
1038,5693008.161587494
1039,4104856.209226528
1040,5736828.498081605
1041,3006974.9142174018
1042,2626452.812116562
1043,4188528.644562606
1044,5796738.623147689
1045,4164225.6861312413
1046,5682238.673430852
1047,5538977.462080346
1048,3633021.5252160355
1049,4344850.181616859
1050,4190291.6913444456
1051,3774148.787458972
1052,4359285.531471799
1053,3850004.014928168
1054,6079193.444673466
1055,3996888.152489916
1056,6877350.285490262
1057,5185022.386525627
1058,3562327.077503213
1059,7099453.186726713
1060,4884091.347784506
1061,4287751.47731366
1062,4869950.123465238
1063,5914911.520827572
1064,5133373.109125251
1065,3217074.564041033
1066,5076374.897338453
1067,3850432.973638106
1068,6100545.909631441
1069,3434554.26237235
1070,4545284.47411431
1071,4389155.769321459
1072,3659315.192074479
1073,5905726.858588942
1074,5190643.024209738
1075,2838975.9192312867
1076,4922310.498794878
1077,4110412.3024201705
1078,4812907.043692894
1079,5127334.479863038
1080,2884737.253631946
1081,3783899.920748902
1082,4046047.5836040233
1083,4477833.123305822
1084,4659937.487867405
1085,2511662.5889442666
1086,5437617.802708059
1087,4952654.337966457
1088,3382560.580591271
1089,3204440.9407990775
1090,4878891.99715765
1091,2929274.987547936
1092,4427589.660970613
1093,5567051.554855684
1094,4296980.829967453
1095,3681913.451263319
1096,2820798.0208592745
1097,3292595.847927453
1098,3362420.69551691
1099,4413475.32438958
1100,2671045.355132726
1101,4982749.613808064
1102,5041842.133294382
1103,4915645.1136000855
1104,4938330.170577011
1105,4189366.034699492
1106,2856774.5178958722
1107,4860529.368666934
1108,4465413.83196803
1109,4269291.148886212
1110,5280254.255143384
1111,5691674.346239892
1112,4567320.072937132
1113,2787298.379605873
1114,4571429.52382793
1115,3777183.3642180543
1116,3270519.1136631225
1117,6577933.393079138
1118,4664008.273002552
1119,2867346.825908865
1120,3310701.4119701744
1121,2923693.920822978
1122,3476786.67894089
1123,2520320.556007057
1124,2777308.6007747296
1125,5109386.2407474965
1126,4455732.858380454
1127,3502514.218276264
1128,4370645.424467694
1129,3655885.2185375313
1130,5202446.650690979
1131,5289384.944420234
1132,4572482.5481330585
1133,3509068.553184222
1134,3608054.7446136805
1135,4517274.728902725
1136,4088871.5791983157
1137,2261125.6473594303
1138,4706928.490883616
1139,5552507.771104728
1140,3558683.148024616
1141,3659315.192074479
1142,3956232.351535061
1143,5291482.799999259
1144,4103773.4764341195
1145,4775944.866825256
1146,3313406.791624813
1147,5005749.48861485
1148,4373410.44842441
1149,5279579.404977891
1150,3956590.5246922867
1151,2660148.696235145
1152,3030047.1928652697
1153,4813247.699362171
1154,4811270.401554435
1155,3796503.622999386
1156,4458878.124161455
1157,3637492.736797553
1158,4035211.0188931897
1159,3714191.9991129255
1160,3908959.371814424
1161,4499317.840161599
1162,4891489.530319444
1163,4383274.825947405
1164,2989847.769876223
1165,5150261.71953719
1166,5240574.85296131
1167,4492509.536582527
1168,2343743.7831021277
1169,5770315.449986604
1170,5286190.855896976
1171,2608980.2803160846
1172,2665905.5846441225
1173,5564200.998420842
1174,4279378.6945374645
1175,5812965.01448604
1176,5378409.838901568
1177,4002646.2779464386
1178,4250068.742877358
1179,3582484.9353425605
1180,3685331.2116566026
1181,4513270.677834753
1182,5370641.957512686
1183,2638451.8437644667
1184,5282532.350622112
1185,3350442.8205794473
1186,4599057.933447301
1187,4199064.376715422
1188,3905247.124111831
1189,5512110.36815243
1190,4272198.36517584
1191,4171130.521127615
1192,6495894.880979441
1193,4021183.2221085303
1194,3871605.7420836627
1195,3875549.0543005522
1196,4476775.888468787
1197,2800593.6949137505
1198,3338171.5256838496
1199,5094150.29658786
1200,6038926.033031418
1201,4894159.135311828
1202,2844351.5198119576
1203,3266995.585608297
1204,3003138.5911380523
1205,2556879.00494237
1206,4259865.218550287
1207,4714613.238216021
1208,5439489.4811908
1209,3799058.9486027397
1210,3127740.2372826706
1211,4116932.232903086
1212,5096660.692356154
1213,4436903.897158162
1214,4779513.764332728
1215,3372307.6970613217
1216,4794411.395399335
1217,3149996.0084922663
1218,3065194.053965966
1219,4545389.269580774
1220,3740784.7503350447
1221,4924613.508622702
1222,4584563.284844534
1223,5616604.762931091
1224,5991981.118590216
1225,5037968.205843451
1226,3044529.1724409116
1227,4551863.135973325
1228,3508347.336081485
1229,4502738.883035918
1230,5134019.012601832
1231,5185327.916316663
1232,4354215.562998004
1233,5530465.771157379
1234,4679999.129179482
1235,4824651.560316453
1236,3317062.5159348445
1237,4694909.404724249
1238,3134161.723561692
1239,5997640.917799592
1240,3453119.055867562
1241,4412308.30052641
1242,6855718.473637368
1243,4876400.573822523
1244,5086064.864412972
1245,3472011.1157090655
1246,4322658.2556456905
1247,5494377.828807221
1248,3203803.2613866185
1249,6094658.055676664
1250,4922819.18576117
1251,4281961.944562393
1252,2976151.6400930127
1253,7102802.075883597
1254,5515928.928128813
1255,4277036.716742209
1256,5037950.503502659
1257,4212078.375789311
1258,5293208.886013047
1259,3546056.522189565
1260,5056349.012059009
1261,5123092.190341327
1262,3935360.7203887906
1263,2500058.310135774
1264,4868235.137631708
1265,6050095.765794723
1266,4535053.296451218
1267,4892245.301481337
1268,5041355.0917834565
1269,5654269.0262096375
1270,4865987.673479069
1271,4670674.974514831
1272,5887989.752982679
1273,4861285.796056621
1274,2892266.211023284
1275,6358098.949274822
1276,3178553.765760239
1277,2949170.8043630146
1278,3633679.87476354
1279,4803129.025638679
1280,5900293.641396608
1281,4064814.904999646
1282,4799251.787817911
1283,3806842.1156383567
1284,4900359.087569202
1285,4296854.619361206
1286,2726673.0273287934
1287,3741699.0546665764
1288,3614120.3937662197
1289,3047968.879087258
1290,3124072.510940722
1291,5140120.850692441
1292,5868743.99683389
1293,4612029.369414283
1294,5765600.608888342
1295,5646157.228192638
1296,5284426.006845193
1297,4833096.820299062
1298,3284128.46316468
1299,4491742.406052667
1300,5754184.5430012895
1301,5108417.10237454
1302,4298156.515771994
1303,4280009.682408911
1304,2952851.5449325275
1305,6096682.393864306
1306,4059234.6334257317
1307,5422923.446296276
1308,5001292.33596649
1309,5053003.634717196
1310,4418883.793058184
1311,4171434.355734114
1312,2951829.465292942
1313,6039324.013487971
1314,3197773.544507577
1315,5616073.407307139
1316,5139765.378234809
1317,4650567.884762111
1318,4664361.357470533
1319,4455187.533191435
1320,5126807.631782885
1321,4427598.237274719
1322,6479554.910132187
1323,4407596.3254704345
1324,5762495.894204053
1325,2948063.4261294124
1326,3742370.8871319634
1327,4441480.927244039
1328,4670132.976199534
1329,3906135.1202140613
1330,6998017.475246265
1331,3949842.883381432
